"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
463,20561,34,"apprenticeship","married",2,1,0,0,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1966,"D","D","D","D","D","D","D","D","D","C","C","C"
464,90851,71,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
465,80511,40,"full-time vocational school","married",2,4,7,5,"Zurich","Suburban communes","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
466,57231,34,"compulsory school, elementary vocational training","married",2,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
467,20931,52,"full-time vocational school","married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1948,"B","B","B","B","B","B","B","B","B","B","D","D"
468,80891,48,"vocational high school","married",2,0,-3,-3,"Zurich","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
469,94481,48,"technical or vocational school","married",2,2,12,8,"Ticino","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
470,59451,32,"vocational high education","married",2,1,1,1,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
471,117761,18,"compulsory school, elementary vocational training","single, never married",3,1,16,16,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1982,"D","D","D","D","D","C","C","C","C","D","D","D"
472,98161,63,"full-time vocational school","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
473,1571,32,"apprenticeship","married",2,2,5,5,"Lake Geneva (VD, VS, GE)","Centres","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
474,104681,38,"maturity","married",2,2,10,8,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
475,96251,26,"apprenticeship","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1974,"B","B","B","B","B","B","B","B","B","B","B","B"
476,101561,38,"maturity","married",2,1,4,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
477,57721,55,"compulsory school, elementary vocational training","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
478,124511,35,"apprenticeship","widower/widow",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
479,144731,31,"apprenticeship","separated",2,2,13,11,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1969,"D","C","C","C","C","B","B","B","B","B","B","B"
480,28881,72,"university, higher specialized school","married",2,0,-3,-3,"Zurich","Centres","man",1928,"A","A","A","A","A","A","A","A","A","D","D","D"
481,70331,46,"full-time vocational school","married",2,2,12,11,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","woman",1954,"C","C","C","C","C","C","C","C","D","D","D","D"
482,68031,15,"incomplete compulsory school","single, never married",2,2,17,15,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
483,73031,44,"technical or vocational school","married",2,3,14,9,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1956,"D","D","D","D","D","D","D","D","D","D","D","D"
484,124721,43,"full-time vocational school","married",2,2,6,4,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1957,"C","C","C","C","C","C","C","C","C","C","C","C"
485,66831,65,"maturity","married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1935,"A","A","A","A","A","A","A","A","A","A","A","A"
486,43661,55,"university, higher specialized school","married",3,0,-3,-3,"Ticino","Peripheral urban communes","woman",1945,"B","B","B","B","B","B","B","B","B","D","D","D"
487,94961,65,"incomplete compulsory school","married",2,0,-3,-3,"Ticino","Centres","man",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
488,130281,37,"compulsory school, elementary vocational training","married",2,3,15,7,"Zurich","Centres","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
489,14861,38,"technical or vocational school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
490,55751,40,"maturity","divorced",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1960,"B","B","B","B","B","B","D","D","C","C","C","C"
491,49181,63,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
492,77561,38,"full-time vocational school","married",2,2,14,12,"Zurich","Centres","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
493,43661,56,"apprenticeship","married",3,0,-3,-3,"Ticino","Peripheral urban communes","man",1944,"A","A","A","A","A","A","A","A","A","A","A","A"
494,105621,63,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
495,42911,38,"apprenticeship","married",2,1,10,10,"Ticino","Peripheral urban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
496,1561,75,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Tourist communes","man",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
497,103571,22,"university, higher specialized school","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1978,"D","D","D","D","D","D","D","D","D","D","A","A"
498,85051,39,"apprenticeship","married",2,1,7,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1961,"C","C","C","C","C","C","C","C","C","C","C","C"
499,112441,57,"maturity","married",2,0,-3,-3,"Zurich","Suburban communes","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
500,48811,24,"university, higher specialized school","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1976,"B","B","B","B","B","B","B","B","B","B","B","B"
501,46581,51,"university, higher specialized school","married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1949,"B","B","B","B","B","B","B","B","B","B","B","B"
502,7071,22,"apprenticeship","single, never married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
503,69131,29,"university, higher specialized school","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1971,"A","A","B","B","B","B","B","B","B","B","B","B"
504,91541,45,"apprenticeship","single, never married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
505,121391,81,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1919,"D","D","D","D","D","D","D","D","D","D","D","D"
506,24301,36,"apprenticeship","married",2,2,3,0,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
507,54961,28,"apprenticeship","married",2,2,3,0,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1972,"C","C","C","C","C","C","C","C","C","C","C","C"
508,48231,37,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
509,123761,35,"apprenticeship","married",2,2,6,4,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1965,"D","D","D","D","D","D","D","D","D","D","D","D"
510,65571,34,"full-time vocational school","married",2,2,11,8,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1966,"D","D","D","D","D","D","D","D","D","D","C","C"
511,129271,37,"university, higher specialized school","married",2,0,-3,-3,"Zurich","Centres","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
512,49261,73,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1927,"D","D","D","D","D","D","D","D","D","D","D","D"
513,105261,59,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","man",1941,"B","B","B","B","B","B","B","B","B","B","B","B"
514,116851,41,"maturity","married",2,2,12,3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1959,"D","D","D","D","D","D","D","D","D","D","D","D"
515,74401,36,"maturity","single, never married",1,0,-3,-3,"Zurich","Centres","woman",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
516,67971,46,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
517,116651,43,"full-time vocational school","married",2,2,17,13,"Lake Geneva (VD, VS, GE)","Centres","woman",1957,"D","D","D","D","D","D","D","D","D","D","D","D"
518,6581,72,"compulsory school, elementary vocational training","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
519,82381,71,"apprenticeship","widower/widow",1,0,-3,-3,"Zurich","Centres","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
520,2461,49,"technical or vocational school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1951,"D","D","D","D","D","D","D","D","D","D","D","D"
521,128451,83,"full-time vocational school","widower/widow",1,0,-3,-3,"Zurich","Wealthy communes","woman",1917,"D","D","D","D","D","D","D","D","D","D","D","D"
522,102881,41,"apprenticeship","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1959,"D","D","D","D","D","D","D","D","D","B","B","B"
523,94741,52,"university, higher specialized school","married",4,0,-3,-3,"Ticino","Peripheral urban communes","woman",1948,"B","B","B","B","B","B","B","B","B","B","B","B"
524,90051,44,"apprenticeship","married",2,2,16,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","woman",1956,"D","D","D","D","D","D","D","D","D","D","D","D"
525,99941,39,"apprenticeship","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
526,87811,50,"university, higher specialized school","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1950,"C","C","C","C","C","C","C","C","C","C","C","C"
527,87362,21,"apprenticeship","single, never married",3,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1979,"A","A","A","A","A","A","A","A","A","A","A","A"
528,22411,15,"incomplete compulsory school","single, never married",1,2,17,15,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1985,"D","D","D","D","D","D","C","C","D","D","D","D"
529,34991,35,"apprenticeship","married",2,2,3,2,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
530,2051,38,"apprenticeship","married",2,3,10,1,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
531,124991,56,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1944,"A","A","A","A","A","A","A","A","A","A","A","A"
532,19541,45,"apprenticeship","divorced",2,1,14,14,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","B","B"
533,21281,46,"apprenticeship","married",2,2,15,13,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
534,54071,55,"full-time vocational school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
535,37261,21,"maturity","single, never married",6,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1979,"C","C","C","C","C","C","C","C","C","C","C","C"
536,63461,47,"apprenticeship","married",2,2,8,7,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
537,43831,47,"apprenticeship","married",2,2,9,7,"Ticino","Wealthy communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
538,117271,57,"university, higher specialized school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1943,"A","A","A","A","A","A","A","A","B","B","B","B"
539,64021,66,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
540,14181,42,"vocational high school","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
541,7321,58,"full-time vocational school","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1942,"A","A","A","A","A","A","A","A","A","A","A","A"
542,76711,58,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Zurich","Mixed agricultural communes","woman",1942,"D","D","D","D","D","D","D","D","D","D","D","D"
543,26611,67,"university, higher specialized school","married",3,0,-3,-3,"Zurich","Suburban communes","woman",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
544,40741,71,"maturity","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
545,103091,48,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1952,"B","B","B","B","B","B","B","B","B","B","B","B"
546,123471,30,"apprenticeship","married",2,2,3,3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1970,"D","D","D","D","D","D","D","D","D","D","D","D"
547,16651,46,"university, higher specialized school","married",2,3,16,10,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
548,126151,37,"vocational high school","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1963,"D","D","D","D","D","D","D","D","D","D","D","D"
549,32042,23,"maturity","single, never married",3,0,-3,-3,"Zurich","Centres","man",1977,"C","C","C","C","C","C","C","C","C","C","C","C"
550,110861,25,"maturity","single, never married",1,0,-3,-3,"Zurich","Centres","man",1975,"D","D","D","D","D","D","D","D","D","D","D","D"
551,106951,45,"apprenticeship","married",2,2,13,10,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
552,79861,71,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
553,31201,81,"maturity","married",2,0,-3,-3,"Zurich","Centres","woman",1919,"D","D","D","D","D","D","D","D","D","D","D","D"
554,120371,45,"apprenticeship","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
555,130481,42,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Suburban communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","B"
556,121901,53,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1947,"B","B","B","B","B","B","B","B","B","B","B","B"
557,37061,62,"vocational high education","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1938,"C","C","C","C","C","C","C","C","C","B","B","B"
558,35851,56,"compulsory school, elementary vocational training","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","woman",1944,"D","D","D","D","D","D","D","D","D","D","D","A"
559,53301,30,"compulsory school, elementary vocational training","married",2,1,0,0,"Lake Geneva (VD, VS, GE)","Centres","woman",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
