"family1","family13","family25","family37","family49","family61","family73","family85","family97","family109","family121","family133","family145","family157","family169","family181","family193","family205","family217","family229","family241","family253"
"S","S","S","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","COH","MARc1","MARc1","MARc1"
"S","S","S","S","S","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","S","S","COH","COH","COH","COHc","COHc","COHc","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","LAT","COH","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","COH","COH","COH","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","COH","COH","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","MARc1","MARc1","MARc2+","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","S","S","S","S","S","S","S","S","S"
"COH","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S","S","LAT","LAT","LAT","LATc","LATc","LATc","Sc"
"S","S","S","S","LAT","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S","S","S","LAT","LAT","LAT","S","S","S","S"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","S","S","S","LAT","LAT","COH","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","LAT","S","S","S","S","S","S","LAT","LAT","COH","COH","COH","MAR"
"S","LAT","S","S","LAT","S","S","S","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","LAT","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","LAT","COH"
"S","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","S","S","LAT","COH","COH","COHc","COHc","COHc","MARc1","MARc1","MARc1"
"S","S","S","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","COH","COH","COH","COH","COH","S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","COHc","COHc","COHc","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","S","LAT","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","COH","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","S","S","COH","COH","COH","COH","S","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","LAT","LAT","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","S","S","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COHc","COHc","COHc","MARc1","MARc2+"
"S","S","S","S","S","LAT","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","S","S","S","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH"
"COH","COH","COH","COH","COH","COH","S","LAT","S","COH","COH","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","Sc","Sc"
"LAT","LAT","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","S","S","S","LAT","LAT","LAT","LAT","LAT","COH","S","S","COH","COH","COH","COH","COH","S","LAT"
"S","S","S","S","LAT","LAT","LAT","LATc","LATc","LATc","LATc","LATc","LATc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"COH","COH","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc"
"LAT","S","S","S","S","S","S","S","LAT","S","COH","COH","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","Sc","Sc"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","LAT","COHc","COHc","COHc","COHc","Sc","Sc","Sc","Sc","Sc","COHc","COHc"
"COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1"
"S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT"
"LAT","LAT","LAT","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","COH","COH","COH","COH","COH","COH","COH","COH","S","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S","S","S"
"LAT","LAT","LAT","LAT","LAT","S","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","LAT","LAT","COH","S","LAT","LAT","LAT","LAT","LAT","LAT","COH","S","S","S","S","LAT","S","S","LAT","LAT"
"S","S","S","S","S","LAT","S","LAT","LAT","LAT","COH","COH","COH","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","LAT","LAT","COH","COH","COH","COH"
"S","S","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","LAT","COH","COH","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","LAT","LAT","LATc","LATc","LATc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","S","LAT","LAT","LAT","S","LAT","LAT","LAT","LAT","COHc","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","S","S","S","S","S","S","S","COH","COH","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","S","LAT","S","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc","Sc","Sc","Sc"
"COH","COH","LATc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","LATc","LATc","LATc"
"S","S","S","S","S","LAT","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","S","S","S","S","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","S","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT","COHc","COHc","COHc","COHc","COHc"
"S","S","S","S","LAT","COH","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","COH","LAT","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","LAT","LAT","LAT","LAT","LAT","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","S","LAT","LAT","COHc","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","COH","COH","S","LAT","COH","S","LAT","LAT","COH","COH","LAT","LAT","LAT","LAT","LAT","LAT","LAT"
"S","S","S","S","S","S","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+"
"LAT","LAT","LAT","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","LAT","S","S","LAT","COH","COH","COH","COH","COH","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+"
"LAT","S","S","S","S","S","COH","COH","COH","COH","COH","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","Sc","Sc","Sc","Sc"
"LAT","LAT","LAT","COH","COH","COH","COH","COH","S","S","S","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","S","S","S","LAT","COHc","COHc","COHc","COHc","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"S","S","S","S","S","S","LAT","LAT","MAR","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"COH","COH","COH","MAR","MAR","MAR","MAR","MAR","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","COH","COH","COH","COHc","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","COH","COH","COH","COH","S","S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","MARc1"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","Sc","Sc","Sc","Sc","Sc"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","LAT"
"S","S","LAT","S","S","S","S","COH","MARc1","MARc1","MARc1","MARc1","LATc","LATc","LATc","LATc","LATc","LATc","LATc","LATc","COHc","COHc"
"S","S","LAT","LAT","LAT","COH","COH","COH","COH","S","S","COH","COH","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","COHc"
"LAT","LAT","COH","COH","COH","COH","COH","LAT","LAT","COH","COH","COHc","COHc","COHc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+"
"LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S","S","S","S","S","S","S","S","S"
"COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR","MAR","MARc1","MARc1","MARc1","MARc1","MARc1","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","LAT","LAT","LAT","LAT","LAT","LAT","COH","COH","MAR","MAR","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","LAT","LAT","LAT","COH","MARc1","MARc1","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"S","S","S","S","S","S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","S","S","S"
"S","S","S","S","S","S","LAT","COH","COH","MAR","MAR","MAR","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+"
"LAT","S","S","S","S","LATc","COHc","COHc","COHc","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","Sc","Sc","COHc","COHc"
"LAT","COH","COH","MAR","MARc1","MARc1","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","MARc2+","Sc","Sc","Sc"
"LAT","LAT","LAT","COH","COH","COH","MAR","S","LAT","LAT","COH","COH","COH","COH","COH","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","LAT","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR","MAR"
"S","S","S","S","S","S","S","LAT","LAT","LAT","LAT","S","S","S","LAT","LAT","LAT","COH","COH","COH","COH","COH"
"S","S","S","S","S","S","S","S","S","S","S","LAT","COH","COH","COH","COH","COH","MAR","MAR","MARc1","MARc1","MARc1"
"S","S","LAT","LAT","LAT","LAT","LAT","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","COH","MAR","MAR"
